Reference year,Region of usual residence (SA4),Sex,Age,Weighted median of Weekly earnings in main job (for means and medians) (%)
2019,Queensland,Female,75 years and over,0.0
2019,South Australia,Male,15-19 years,160.0
2019,South Australia,Male,20-24 years,866.6
2019,South Australia,Male,25-29 years,1098.9
2019,South Australia,Male,30-34 years,1283.5
2019,South Australia,Male,35-39 years,1329.1
2019,South Australia,Male,40-44 years,1500.0
2019,South Australia,Male,45-49 years,1600.0
2019,South Australia,Male,50-54 years,1371.5
2019,South Australia,Male,55-59 years,1504.6
2019,South Australia,Male,60-64 years,1206.5
2019,South Australia,Male,65-69 years,922.9
2019,South Australia,Male,70-74 years,0.0
2019,South Australia,Male,75 years and over,0.0
2019,South Australia,Female,15-19 years,195.3
2019,South Australia,Female,20-24 years,650.1
2019,South Australia,Female,25-29 years,994.2
2019,South Australia,Female,30-34 years,910.0
2019,South Australia,Female,35-39 years,946.2
2019,South Australia,Female,40-44 years,909.9
2019,South Australia,Female,45-49 years,1127.9
2019,South Australia,Female,50-54 years,997.3
2019,South Australia,Female,55-59 years,941.7
2019,South Australia,Female,60-64 years,968.0
2019,South Australia,Female,65-69 years,733.9
2019,South Australia,Female,70-74 years,0.0
2019,South Australia,Female,75 years and over,0.0
2019,Western Australia,Male,15-19 years,227.1
2019,Western Australia,Male,20-24 years,875.1
2019,Western Australia,Male,25-29 years,1283.8
2019,Western Australia,Male,30-34 years,1648.6
2019,Western Australia,Male,35-39 years,1708.9
2019,Western Australia,Male,40-44 years,1750.0
2019,Western Australia,Male,45-49 years,2000.0
2019,Western Australia,Male,50-54 years,1826.8
2019,Western Australia,Male,55-59 years,1620.0
2019,Western Australia,Male,60-64 years,1390.9
2019,Western Australia,Male,65-69 years,1119.7
2019,Western Australia,Male,70-74 years,0.0
2019,Western Australia,Male,75 years and over,0.0
2019,Western Australia,Female,15-19 years,200.0
2019,Western Australia,Female,20-24 years,700.8
2019,Western Australia,Female,25-29 years,974.7
2019,Western Australia,Female,30-34 years,1058.3
2019,Western Australia,Female,35-39 years,1108.2
2019,Western Australia,Female,40-44 years,999.1
2019,Western Australia,Female,45-49 years,1245.0
2019,Western Australia,Female,50-54 years,1150.0
2019,Western Australia,Female,55-59 years,1000.0
2019,Western Australia,Female,60-64 years,996.0
2019,Western Australia,Female,65-69 years,983.1
2019,Western Australia,Female,70-74 years,0.0
2019,Western Australia,Female,75 years and over,0.0
2019,Tasmania,Male,15-19 years,242.6
2019,Tasmania,Male,20-24 years,829.5
2019,Tasmania,Male,25-29 years,1012.2
2019,Tasmania,Male,30-34 years,1227.0
2019,Tasmania,Male,35-39 years,1250.0
2019,Tasmania,Male,40-44 years,1305.4
2019,Tasmania,Male,45-49 years,1500.0
2019,Tasmania,Male,50-54 years,1385.3
2019,Tasmania,Male,55-59 years,1291.6
2019,Tasmania,Male,60-64 years,1099.1
2019,Tasmania,Male,65-69 years,466.8
2019,Tasmania,Male,70-74 years,0.0
2019,Tasmania,Male,75 years and over,0.0
2019,Tasmania,Female,15-19 years,230.8
2019,Tasmania,Female,20-24 years,750.0
2019,Tasmania,Female,25-29 years,797.4
2019,Tasmania,Female,30-34 years,903.4
2019,Tasmania,Female,35-39 years,998.3
2019,Tasmania,Female,40-44 years,943.7
2019,Tasmania,Female,45-49 years,1144.3
2019,Tasmania,Female,50-54 years,1050.0
2019,Tasmania,Female,55-59 years,931.2
2019,Tasmania,Female,60-64 years,940.4
2019,Tasmania,Female,65-69 years,0.0
2019,Tasmania,Female,70-74 years,0.0
2019,Tasmania,Female,75 years and over,0.0
2019,Northern Territory,Male,15-19 years,519.5
2019,Northern Territory,Male,20-24 years,803.2
2019,Northern Territory,Male,25-29 years,1117.5
2019,Northern Territory,Male,30-34 years,1502.1
2019,Northern Territory,Male,35-39 years,1612.0
2019,Northern Territory,Male,40-44 years,1579.2
2019,Northern Territory,Male,45-49 years,1606.3
2019,Northern Territory,Male,50-54 years,1993.1
2019,Northern Territory,Male,55-59 years,1755.8
2019,Northern Territory,Male,60-64 years,1500.0
2019,Northern Territory,Male,65-69 years,0.0
2019,Northern Territory,Male,70-74 years,0.0
2019,Northern Territory,Male,75 years and over,0.0
2019,Northern Territory,Female,15-19 years,0.0
2019,Northern Territory,Female,20-24 years,1050.0
2019,Northern Territory,Female,25-29 years,1000.0
2019,Northern Territory,Female,30-34 years,1161.1
2019,Northern Territory,Female,35-39 years,1226.0
2019,Northern Territory,Female,40-44 years,1271.6
2019,Northern Territory,Female,45-49 years,1104.8
2019,Northern Territory,Female,50-54 years,1600.0
2019,Northern Territory,Female,55-59 years,1041.2
2019,Northern Territory,Female,60-64 years,1040.2
2019,Northern Territory,Female,65-69 years,718.7
2019,Northern Territory,Female,70-74 years,0.0
2019,Northern Territory,Female,75 years and over,0.0
2019,Australian Capital Territory,Male,15-19 years,199.0
2019,Australian Capital Territory,Male,20-24 years,751.6
2019,Australian Capital Territory,Male,25-29 years,1190.7
2019,Australian Capital Territory,Male,30-34 years,1544.5
2019,Australian Capital Territory,Male,35-39 years,1921.7
2019,Australian Capital Territory,Male,40-44 years,1750.0
2019,Australian Capital Territory,Male,45-49 years,1802.8
2019,Australian Capital Territory,Male,50-54 years,1744.4
2019,Australian Capital Territory,Male,55-59 years,2389.1
2019,Australian Capital Territory,Male,60-64 years,0.0
2019,Australian Capital Territory,Male,65-69 years,0.0
2019,Australian Capital Territory,Male,70-74 years,0.0
2019,Australian Capital Territory,Male,75 years and over,0.0
2019,Australian Capital Territory,Female,15-19 years,0.0
2019,Australian Capital Territory,Female,20-24 years,759.1
2019,Australian Capital Territory,Female,25-29 years,1107.6
2019,Australian Capital Territory,Female,30-34 years,1257.8
2019,Australian Capital Territory,Female,35-39 years,1191.2
2019,Australian Capital Territory,Female,40-44 years,1500.0
2019,Australian Capital Territory,Female,45-49 years,1515.4
2019,Australian Capital Territory,Female,50-54 years,1289.4
2019,Australian Capital Territory,Female,55-59 years,1202.7
2019,Australian Capital Territory,Female,60-64 years,932.4
2019,Australian Capital Territory,Female,65-69 years,0.0
2019,Australian Capital Territory,Female,70-74 years,0.0
2019,Australian Capital Territory,Female,75 years and over,0.0
2019,Total,Male,15-19 years,312.0
2019,Total,Male,20-24 years,825.2
2019,Total,Male,25-29 years,1150.0
2019,Total,Male,30-34 years,1400.0
2019,Total,Male,35-39 years,1532.7
2019,Total,Male,40-44 years,1573.6
2019,Total,Male,45-49 years,1618.1
2019,Total,Male,50-54 years,1599.5
2019,Total,Male,55-59 years,1538.0
2019,Total,Male,60-64 years,1300.0
2019,Total,Male,65-69 years,1177.7
2019,Total,Male,70-74 years,920.6
2019,Total,Male,75 years and over,809.1
2019,Total,Female,15-19 years,200.0
2019,Total,Female,20-24 years,656.1
2019,Total,Female,25-29 years,1000.0
2019,Total,Female,30-34 years,1056.0
2019,Total,Female,35-39 years,1078.0
2019,Total,Female,40-44 years,1085.5
2019,Total,Female,45-49 years,1107.4
2019,Total,Female,50-54 years,1075.1
2019,Total,Female,55-59 years,998.0
2019,Total,Female,60-64 years,900.0
2019,Total,Female,65-69 years,765.4
2019,Total,Female,70-74 years,650.0
2019,Total,Female,75 years and over,227.6
2020,New South Wales,Male,15-19 years,300.7
2020,New South Wales,Male,20-24 years,830.0
2020,New South Wales,Male,25-29 years,1110.4
2020,New South Wales,Male,30-34 years,1446.4
2020,New South Wales,Male,35-39 years,1610.0
2020,New South Wales,Male,40-44 years,1665.7
2020,New South Wales,Male,45-49 years,1584.6
2020,New South Wales,Male,50-54 years,1570.8
2020,New South Wales,Male,55-59 years,1500.0
2020,New South Wales,Male,60-64 years,1251.6
2020,New South Wales,Male,65-69 years,981.1
2020,New South Wales,Male,70-74 years,1200.0
2020,New South Wales,Male,75 years and over,0.0
2020,New South Wales,Female,15-19 years,200.0
2020,New South Wales,Female,20-24 years,750.0
2020,New South Wales,Female,25-29 years,1000.0
2020,New South Wales,Female,30-34 years,1250.0
2020,New South Wales,Female,35-39 years,1100.0
2020,New South Wales,Female,40-44 years,1122.2
2020,New South Wales,Female,45-49 years,1150.7
2020,New South Wales,Female,50-54 years,1195.0
2020,New South Wales,Female,55-59 years,1127.6
2020,New South Wales,Female,60-64 years,968.1
2020,New South Wales,Female,65-69 years,973.9
2020,New South Wales,Female,70-74 years,666.7
2020,New South Wales,Female,75 years and over,0.0
2020,Victoria,Male,15-19 years,272.2
2020,Victoria,Male,20-24 years,750.0
2020,Victoria,Male,25-29 years,1134.3
2020,Victoria,Male,30-34 years,1380.0
2020,Victoria,Male,35-39 years,1448.5
2020,Victoria,Male,40-44 years,1624.1
2020,Victoria,Male,45-49 years,1657.1
2020,Victoria,Male,50-54 years,1560.1
2020,Victoria,Male,55-59 years,1478.7
2020,Victoria,Male,60-64 years,1531.6
2020,Victoria,Male,65-69 years,966.1
2020,Victoria,Male,70-74 years,750.0
2020,Victoria,Male,75 years and over,0.0
2020,Victoria,Female,15-19 years,210.8
2020,Victoria,Female,20-24 years,750.0
2020,Victoria,Female,25-29 years,1074.4
2020,Victoria,Female,30-34 years,1119.4
2020,Victoria,Female,35-39 years,1131.8
2020,Victoria,Female,40-44 years,1098.7
2020,Victoria,Female,45-49 years,1127.0
2020,Victoria,Female,50-54 years,1007.1
2020,Victoria,Female,55-59 years,989.5
2020,Victoria,Female,60-64 years,1010.0
2020,Victoria,Female,65-69 years,953.8
2020,Victoria,Female,70-74 years,0.0
2020,Victoria,Female,75 years and over,0.0
2020,Queensland,Male,15-19 years,335.6
2020,Queensland,Male,20-24 years,841.0
2020,Queensland,Male,25-29 years,1152.9
2020,Queensland,Male,30-34 years,1220.9
2020,Queensland,Male,35-39 years,1500.0
2020,Queensland,Male,40-44 years,1650.0
2020,Queensland,Male,45-49 years,1454.0
2020,Queensland,Male,50-54 years,1500.0
2020,Queensland,Male,55-59 years,1500.0
2020,Queensland,Male,60-64 years,1365.6
2020,Queensland,Male,65-69 years,1500.0
2020,Queensland,Male,70-74 years,644.9
2020,Queensland,Male,75 years and over,0.0
2020,Queensland,Female,15-19 years,213.5
2020,Queensland,Female,20-24 years,800.0
2020,Queensland,Female,25-29 years,1000.0
2020,Queensland,Female,30-34 years,1000.0
2020,Queensland,Female,35-39 years,1050.8
2020,Queensland,Female,40-44 years,1150.0
2020,Queensland,Female,45-49 years,1173.6
2020,Queensland,Female,50-54 years,1172.2
2020,Queensland,Female,55-59 years,1050.0
2020,Queensland,Female,60-64 years,900.0
2020,Queensland,Female,65-69 years,801.2
2020,Queensland,Female,70-74 years,0.0
2020,Queensland,Female,75 years and over,0.0
2020,South Australia,Male,15-19 years,165.2
2020,South Australia,Male,20-24 years,690.8
2020,South Australia,Male,25-29 years,1014.6
2020,South Australia,Male,30-34 years,1327.7
2020,South Australia,Male,35-39 years,1343.5
2020,South Australia,Male,40-44 years,1430.2
2020,South Australia,Male,45-49 years,1494.5
2020,South Australia,Male,50-54 years,1300.0
2020,South Australia,Male,55-59 years,1281.2
2020,South Australia,Male,60-64 years,1480.1
2020,South Australia,Male,65-69 years,1308.0
2020,South Australia,Male,70-74 years,0.0
2020,South Australia,Male,75 years and over,0.0
2020,South Australia,Female,15-19 years,227.1
2020,South Australia,Female,20-24 years,750.0
2020,South Australia,Female,25-29 years,851.8
2020,South Australia,Female,30-34 years,1082.0
2020,South Australia,Female,35-39 years,1054.2
2020,South Australia,Female,40-44 years,966.1
2020,South Australia,Female,45-49 years,1150.0
2020,South Australia,Female,50-54 years,906.2
2020,South Australia,Female,55-59 years,1085.8
2020,South Australia,Female,60-64 years,894.9
2020,South Australia,Female,65-69 years,850.0
2020,South Australia,Female,70-74 years,0.0
2020,South Australia,Female,75 years and over,0.0
2020,Western Australia,Male,15-19 years,334.6
2020,Western Australia,Male,20-24 years,929.8
2020,Western Australia,Male,25-29 years,1144.0
2020,Western Australia,Male,30-34 years,1630.7
2020,Western Australia,Male,35-39 years,1857.9
2020,Western Australia,Male,40-44 years,2038.0
2020,Western Australia,Male,45-49 years,1958.7
2020,Western Australia,Male,50-54 years,2000.0
2020,Western Australia,Male,55-59 years,1730.9
2020,Western Australia,Male,60-64 years,1368.0
2020,Western Australia,Male,65-69 years,1438.0
2020,Western Australia,Male,70-74 years,750.0
2020,Western Australia,Male,75 years and over,0.0
2020,Western Australia,Female,15-19 years,252.9
2020,Western Australia,Female,20-24 years,700.0
2020,Western Australia,Female,25-29 years,1038.0
2020,Western Australia,Female,30-34 years,1200.0
2020,Western Australia,Female,35-39 years,1199.7
2020,Western Australia,Female,40-44 years,1060.2
2020,Western Australia,Female,45-49 years,1100.0
2020,Western Australia,Female,50-54 years,1234.0
2020,Western Australia,Female,55-59 years,919.3
2020,Western Australia,Female,60-64 years,997.0
2020,Western Australia,Female,65-69 years,750.0
2020,Western Australia,Female,70-74 years,0.0
2020,Western Australia,Female,75 years and over,0.0
2020,Tasmania,Male,15-19 years,345.2
2020,Tasmania,Male,20-24 years,750.0
2020,Tasmania,Male,25-29 years,1043.9
2020,Tasmania,Male,30-34 years,1212.6
2020,Tasmania,Male,35-39 years,1400.0
2020,Tasmania,Male,40-44 years,1500.0
2020,Tasmania,Male,45-49 years,1537.5
2020,Tasmania,Male,50-54 years,1341.6
2020,Tasmania,Male,55-59 years,1322.7
2020,Tasmania,Male,60-64 years,1300.0
2020,Tasmania,Male,65-69 years,1291.4
2020,Tasmania,Male,70-74 years,0.0
2020,Tasmania,Male,75 years and over,0.0
2020,Tasmania,Female,15-19 years,153.8
2020,Tasmania,Female,20-24 years,671.2
2020,Tasmania,Female,25-29 years,900.1
2020,Tasmania,Female,30-34 years,831.4
2020,Tasmania,Female,35-39 years,959.0
2020,Tasmania,Female,40-44 years,1100.0
2020,Tasmania,Female,45-49 years,1120.0
2020,Tasmania,Female,50-54 years,1010.8
2020,Tasmania,Female,55-59 years,900.0
2020,Tasmania,Female,60-64 years,809.2
2020,Tasmania,Female,65-69 years,643.4
2020,Tasmania,Female,70-74 years,0.0
2020,Tasmania,Female,75 years and over,0.0
2020,Northern Territory,Male,15-19 years,277.9
2020,Northern Territory,Male,20-24 years,786.5
2020,Northern Territory,Male,25-29 years,1000.0
2020,Northern Territory,Male,30-34 years,1530.6
2020,Northern Territory,Male,35-39 years,1715.1
2020,Northern Territory,Male,40-44 years,1466.4
2020,Northern Territory,Male,45-49 years,1453.6
2020,Northern Territory,Male,50-54 years,1671.8
2020,Northern Territory,Male,55-59 years,1755.1
2020,Northern Territory,Male,60-64 years,1741.8
2020,Northern Territory,Male,65-69 years,0.0
2020,Northern Territory,Male,70-74 years,0.0
2020,Northern Territory,Male,75 years and over,0.0
2020,Northern Territory,Female,15-19 years,245.5
2020,Northern Territory,Female,20-24 years,863.7
2020,Northern Territory,Female,25-29 years,1198.5
2020,Northern Territory,Female,30-34 years,1038.5
2020,Northern Territory,Female,35-39 years,1200.0
2020,Northern Territory,Female,40-44 years,1154.7
2020,Northern Territory,Female,45-49 years,1537.0
2020,Northern Territory,Female,50-54 years,1250.0
2020,Northern Territory,Female,55-59 years,1585.6
2020,Northern Territory,Female,60-64 years,1391.0
2020,Northern Territory,Female,65-69 years,0.0
2020,Northern Territory,Female,70-74 years,0.0
2020,Northern Territory,Female,75 years and over,0.0
2020,Australian Capital Territory,Male,15-19 years,0.0
2020,Australian Capital Territory,Male,20-24 years,750.0
2020,Australian Capital Territory,Male,25-29 years,1120.8
2020,Australian Capital Territory,Male,30-34 years,1541.8
2020,Australian Capital Territory,Male,35-39 years,2298.9
2020,Australian Capital Territory,Male,40-44 years,2120.2
2020,Australian Capital Territory,Male,45-49 years,1985.9
2020,Australian Capital Territory,Male,50-54 years,2372.2
2020,Australian Capital Territory,Male,55-59 years,1991.8
2020,Australian Capital Territory,Male,60-64 years,1538.2
2020,Australian Capital Territory,Male,65-69 years,0.0
2020,Australian Capital Territory,Male,70-74 years,0.0
2020,Australian Capital Territory,Male,75 years and over,0.0
2020,Australian Capital Territory,Female,15-19 years,288.2
2020,Australian Capital Territory,Female,20-24 years,898.2
2020,Australian Capital Territory,Female,25-29 years,1355.0
2020,Australian Capital Territory,Female,30-34 years,1340.0
2020,Australian Capital Territory,Female,35-39 years,1410.3
2020,Australian Capital Territory,Female,40-44 years,1605.5
2020,Australian Capital Territory,Female,45-49 years,1605.7
2020,Australian Capital Territory,Female,50-54 years,1701.7
2020,Australian Capital Territory,Female,55-59 years,1464.2
2020,Australian Capital Territory,Female,60-64 years,1000.0
2020,Australian Capital Territory,Female,65-69 years,0.0
2020,Australian Capital Territory,Female,70-74 years,0.0
2020,Australian Capital Territory,Female,75 years and over,0.0
2020,Total,Male,15-19 years,300.0
2020,Total,Male,20-24 years,800.0
2020,Total,Male,25-29 years,1140.0
2020,Total,Male,30-34 years,1412.4
2020,Total,Male,35-39 years,1576.8
2020,Total,Male,40-44 years,1650.0
2020,Total,Male,45-49 years,1600.0
2020,Total,Male,50-54 years,1600.0
2020,Total,Male,55-59 years,1500.0
2020,Total,Male,60-64 years,1400.0
2020,Total,Male,65-69 years,1119.7
2020,Total,Male,70-74 years,838.3
2020,Total,Male,75 years and over,747.5
2020,Total,Female,15-19 years,209.7
2020,Total,Female,20-24 years,750.0
2020,Total,Female,25-29 years,1015.4
2020,Total,Female,30-34 years,1131.0
2020,Total,Female,35-39 years,1100.0
2020,Total,Female,40-44 years,1111.1
2020,Total,Female,45-49 years,1127.0
2020,Total,Female,50-54 years,1100.0
2020,Total,Female,55-59 years,1050.0
2020,Total,Female,60-64 years,986.5
2020,Total,Female,65-69 years,951.7
2020,Total,Female,70-74 years,750.0
2020,Total,Female,75 years and over,750.0
2021,New South Wales,Male,15-19 years,324.0
2021,New South Wales,Male,20-24 years,860.1
2021,New South Wales,Male,25-29 years,1250.0
2021,New South Wales,Male,30-34 years,1462.3
2021,New South Wales,Male,35-39 years,1582.0
2021,New South Wales,Male,40-44 years,1976.8
2021,New South Wales,Male,45-49 years,1700.0
2021,New South Wales,Male,50-54 years,1780.6
2021,New South Wales,Male,55-59 years,1542.9
2021,New South Wales,Male,60-64 years,1300.0
2021,New South Wales,Male,65-69 years,1200.0
2021,New South Wales,Male,70-74 years,690.6
2021,New South Wales,Male,75 years and over,0.0
2021,New South Wales,Female,15-19 years,259.4
2021,New South Wales,Female,20-24 years,870.3
2021,New South Wales,Female,25-29 years,1148.1
2021,New South Wales,Female,30-34 years,1174.0
2021,New South Wales,Female,35-39 years,1250.0
2021,New South Wales,Female,40-44 years,1250.0
2021,New South Wales,Female,45-49 years,1316.1
2021,New South Wales,Female,50-54 years,1252.9
2021,New South Wales,Female,55-59 years,1250.0
2021,New South Wales,Female,60-64 years,1047.4
2021,New South Wales,Female,65-69 years,991.9
2021,New South Wales,Female,70-74 years,0.0
2021,New South Wales,Female,75 years and over,0.0
2021,Victoria,Male,15-19 years,305.2
2021,Victoria,Male,20-24 years,779.3
2021,Victoria,Male,25-29 years,1200.0
2021,Victoria,Male,30-34 years,1500.0
2021,Victoria,Male,35-39 years,1643.3
2021,Victoria,Male,40-44 years,1825.7
2021,Victoria,Male,45-49 years,1500.0
2021,Victoria,Male,50-54 years,1744.7
2021,Victoria,Male,55-59 years,1621.1
2021,Victoria,Male,60-64 years,1426.8
2021,Victoria,Male,65-69 years,1097.1
2021,Victoria,Male,70-74 years,1019.3
2021,Victoria,Male,75 years and over,0.0
2021,Victoria,Female,15-19 years,180.0
2021,Victoria,Female,20-24 years,721.3
2021,Victoria,Female,25-29 years,1144.1
2021,Victoria,Female,30-34 years,1022.7
2021,Victoria,Female,35-39 years,1124.7
2021,Victoria,Female,40-44 years,1200.0
2021,Victoria,Female,45-49 years,1150.0
2021,Victoria,Female,50-54 years,1157.3
2021,Victoria,Female,55-59 years,1000.2
2021,Victoria,Female,60-64 years,940.9
2021,Victoria,Female,65-69 years,720.0
2021,Victoria,Female,70-74 years,0.0
2021,Victoria,Female,75 years and over,0.0
2021,Queensland,Male,15-19 years,281.6
2021,Queensland,Male,20-24 years,810.9
2021,Queensland,Male,25-29 years,1120.9
2021,Queensland,Male,30-34 years,1403.6
2021,Queensland,Male,35-39 years,1743.5
2021,Queensland,Male,40-44 years,1705.9
2021,Queensland,Male,45-49 years,1743.4
2021,Queensland,Male,50-54 years,1599.3
2021,Queensland,Male,55-59 years,1654.1
2021,Queensland,Male,60-64 years,1306.2
2021,Queensland,Male,65-69 years,1355.6
2021,Queensland,Male,70-74 years,0.0
2021,Queensland,Male,75 years and over,0.0
2021,Queensland,Female,15-19 years,263.1
2021,Queensland,Female,20-24 years,752.9
2021,Queensland,Female,25-29 years,1000.9
2021,Queensland,Female,30-34 years,1023.0
2021,Queensland,Female,35-39 years,1161.0
2021,Queensland,Female,40-44 years,1081.7
2021,Queensland,Female,45-49 years,1184.6
2021,Queensland,Female,50-54 years,1192.9
2021,Queensland,Female,55-59 years,1151.6
2021,Queensland,Female,60-64 years,924.2
2021,Queensland,Female,65-69 years,1173.5
2021,Queensland,Female,70-74 years,0.0
2021,Queensland,Female,75 years and over,0.0
2021,South Australia,Male,15-19 years,240.0
2021,South Australia,Male,20-24 years,864.6
2021,South Australia,Male,25-29 years,1109.3
2021,South Australia,Male,30-34 years,1400.0
2021,South Australia,Male,35-39 years,1487.4
2021,South Australia,Male,40-44 years,1578.9
2021,South Australia,Male,45-49 years,1500.0
2021,South Australia,Male,50-54 years,1426.9
2021,South Australia,Male,55-59 years,1500.0
2021,South Australia,Male,60-64 years,1347.4
2021,South Australia,Male,65-69 years,1196.7
2021,South Australia,Male,70-74 years,0.0
2021,South Australia,Male,75 years and over,0.0
2021,South Australia,Female,15-19 years,213.0
2021,South Australia,Female,20-24 years,704.2
2021,South Australia,Female,25-29 years,1000.0
2021,South Australia,Female,30-34 years,1060.0
2021,South Australia,Female,35-39 years,1046.4
2021,South Australia,Female,40-44 years,1141.8
2021,South Australia,Female,45-49 years,1100.0
2021,South Australia,Female,50-54 years,1049.6
2021,South Australia,Female,55-59 years,1059.3
2021,South Australia,Female,60-64 years,791.1
2021,South Australia,Female,65-69 years,970.6
2021,South Australia,Female,70-74 years,0.0
2021,South Australia,Female,75 years and over,0.0
2021,Western Australia,Male,15-19 years,253.3
2021,Western Australia,Male,20-24 years,865.0
2021,Western Australia,Male,25-29 years,1387.6
2021,Western Australia,Male,30-34 years,1538.0
2021,Western Australia,Male,35-39 years,1738.5
2021,Western Australia,Male,40-44 years,1967.2
2021,Western Australia,Male,45-49 years,2000.0
2021,Western Australia,Male,50-54 years,1987.7
2021,Western Australia,Male,55-59 years,2016.6
2021,Western Australia,Male,60-64 years,1600.0
2021,Western Australia,Male,65-69 years,1135.2
2021,Western Australia,Male,70-74 years,0.0
2021,Western Australia,Male,75 years and over,0.0
2021,Western Australia,Female,15-19 years,195.0
2021,Western Australia,Female,20-24 years,750.0
2021,Western Australia,Female,25-29 years,1000.0
2021,Western Australia,Female,30-34 years,1104.5
2021,Western Australia,Female,35-39 years,1049.7
2021,Western Australia,Female,40-44 years,1104.6
2021,Western Australia,Female,45-49 years,1111.6
2021,Western Australia,Female,50-54 years,1117.1
2021,Western Australia,Female,55-59 years,1100.0
2021,Western Australia,Female,60-64 years,1150.2
2021,Western Australia,Female,65-69 years,996.8
2021,Western Australia,Female,70-74 years,0.0
2021,Western Australia,Female,75 years and over,0.0
2021,Tasmania,Male,15-19 years,300.0
2021,Tasmania,Male,20-24 years,881.9
2021,Tasmania,Male,25-29 years,1000.0
2021,Tasmania,Male,30-34 years,1064.7
2021,Tasmania,Male,35-39 years,1395.0
2021,Tasmania,Male,40-44 years,1498.7
2021,Tasmania,Male,45-49 years,1393.2
2021,Tasmania,Male,50-54 years,1366.2
2021,Tasmania,Male,55-59 years,1477.8
2021,Tasmania,Male,60-64 years,1053.6
2021,Tasmania,Male,65-69 years,1249.2
2021,Tasmania,Male,70-74 years,0.0
2021,Tasmania,Male,75 years and over,0.0
2021,Tasmania,Female,15-19 years,191.0
2021,Tasmania,Female,20-24 years,721.7
2021,Tasmania,Female,25-29 years,999.8
2021,Tasmania,Female,30-34 years,1000.0
2021,Tasmania,Female,35-39 years,1000.0
2021,Tasmania,Female,40-44 years,952.5
2021,Tasmania,Female,45-49 years,1155.7
2021,Tasmania,Female,50-54 years,1000.0
2021,Tasmania,Female,55-59 years,956.9
2021,Tasmania,Female,60-64 years,921.9
2021,Tasmania,Female,65-69 years,0.0
2021,Tasmania,Female,70-74 years,0.0
2021,Tasmania,Female,75 years and over,0.0
2021,Northern Territory,Male,15-19 years,252.2
2021,Northern Territory,Male,20-24 years,950.9
2021,Northern Territory,Male,25-29 years,1059.6
2021,Northern Territory,Male,30-34 years,1507.7
2021,Northern Territory,Male,35-39 years,1634.7
2021,Northern Territory,Male,40-44 years,2053.4
2021,Northern Territory,Male,45-49 years,1587.8
2021,Northern Territory,Male,50-54 years,1800.0
2021,Northern Territory,Male,55-59 years,1452.0
2021,Northern Territory,Male,60-64 years,1899.7
2021,Northern Territory,Male,65-69 years,0.0
2021,Northern Territory,Male,70-74 years,0.0
2021,Northern Territory,Male,75 years and over,0.0
2021,Northern Territory,Female,15-19 years,219.4
2021,Northern Territory,Female,20-24 years,795.5
2021,Northern Territory,Female,25-29 years,1189.9
2021,Northern Territory,Female,30-34 years,1396.2
2021,Northern Territory,Female,35-39 years,1467.2
2021,Northern Territory,Female,40-44 years,1378.8
2021,Northern Territory,Female,45-49 years,1500.0
2021,Northern Territory,Female,50-54 years,1398.8
2021,Northern Territory,Female,55-59 years,1127.1
2021,Northern Territory,Female,60-64 years,1595.0
2021,Northern Territory,Female,65-69 years,0.0
2021,Northern Territory,Female,70-74 years,0.0
2021,Northern Territory,Female,75 years and over,0.0
2021,Australian Capital Territory,Male,15-19 years,142.9
2021,Australian Capital Territory,Male,20-24 years,817.0
2021,Australian Capital Territory,Male,25-29 years,1095.3
2021,Australian Capital Territory,Male,30-34 years,1785.9
2021,Australian Capital Territory,Male,35-39 years,2070.1
2021,Australian Capital Territory,Male,40-44 years,2220.3
2021,Australian Capital Territory,Male,45-49 years,2010.2
2021,Australian Capital Territory,Male,50-54 years,2394.8
2021,Australian Capital Territory,Male,55-59 years,1612.5
2021,Australian Capital Territory,Male,60-64 years,0.0
2021,Australian Capital Territory,Male,65-69 years,0.0
2021,Australian Capital Territory,Male,70-74 years,0.0
2021,Australian Capital Territory,Male,75 years and over,0.0
2021,Australian Capital Territory,Female,15-19 years,386.1
2021,Australian Capital Territory,Female,20-24 years,921.1
2021,Australian Capital Territory,Female,25-29 years,1223.3
2021,Australian Capital Territory,Female,30-34 years,1398.3
2021,Australian Capital Territory,Female,35-39 years,1600.0
2021,Australian Capital Territory,Female,40-44 years,1590.1
2021,Australian Capital Territory,Female,45-49 years,1921.1
2021,Australian Capital Territory,Female,50-54 years,2153.7
2021,Australian Capital Territory,Female,55-59 years,1247.8
2021,Australian Capital Territory,Female,60-64 years,0.0
2021,Australian Capital Territory,Female,65-69 years,0.0
2021,Australian Capital Territory,Female,70-74 years,0.0
2021,Australian Capital Territory,Female,75 years and over,0.0
2021,Total,Male,15-19 years,330.0
2021,Total,Male,20-24 years,838.7
2021,Total,Male,25-29 years,1222.4
2021,Total,Male,30-34 years,1500.0
2021,Total,Male,35-39 years,1606.1
2021,Total,Male,40-44 years,1841.9
2021,Total,Male,45-49 years,1635.3
2021,Total,Male,50-54 years,1725.2
2021,Total,Male,55-59 years,1656.2
2021,Total,Male,60-64 years,1400.0
2021,Total,Male,65-69 years,1200.0
2021,Total,Male,70-74 years,950.0
2021,Total,Male,75 years and over,810.4
2021,Total,Female,15-19 years,211.3
2021,Total,Female,20-24 years,770.3
2021,Total,Female,25-29 years,1089.9
2021,Total,Female,30-34 years,1100.0
2021,Total,Female,35-39 years,1200.0
2021,Total,Female,40-44 years,1193.7
