Year,State,Sex,Industry,Median_Weekly
2019,Victoria,Female,Manufacturing,900
2019,Victoria,Female,"Electricity, Gas, Water and Waste Services",0
2019,Victoria,Female,Construction,1090.7
2019,Victoria,Female,Wholesale Trade,958.4
2019,Victoria,Female,Retail Trade,479
2019,Victoria,Female,Accommodation and Food Services,441
2019,Victoria,Female,"Transport, Postal and Warehousing",984.2
2019,Victoria,Female,Information Media and Telecommunications,707.3
2019,Victoria,Female,Financial and Insurance Services,1419.8
2019,Victoria,Female,"Rental, Hiring and Real Estate Services",1018.6
2019,Victoria,Female,"Professional, Scientific and Technical Services",1214.6
2019,Victoria,Female,Administrative and Support Services,800
2019,Victoria,Female,Public Administration and Safety,1248.5
2019,Victoria,Female,Education and Training,1087.9
2019,Victoria,Female,Health Care and Social Assistance,989.1
2019,Victoria,Female,Arts and Recreation Services,525.7
2019,Victoria,Female,Other Services,808.1
2019,Queensland,Male,"Agriculture, Forestry and Fishing",1239.2
2019,Queensland,Male,Mining,2500
2019,Queensland,Male,Manufacturing,1196.7
2019,Queensland,Male,"Electricity, Gas, Water and Waste Services",1438
2019,Queensland,Male,Construction,1418.1
2019,Queensland,Male,Wholesale Trade,1202.7
2019,Queensland,Male,Retail Trade,900
2019,Queensland,Male,Accommodation and Food Services,570
2019,Queensland,Male,"Transport, Postal and Warehousing",1571.4
2019,Queensland,Male,Information Media and Telecommunications,1907.5
2019,Queensland,Male,Financial and Insurance Services,1428.1
2019,Queensland,Male,"Rental, Hiring and Real Estate Services",1121.7
2019,Queensland,Male,"Professional, Scientific and Technical Services",1669.4
2019,Queensland,Male,Administrative and Support Services,1048.1
2019,Queensland,Male,Public Administration and Safety,1400
2019,Queensland,Male,Education and Training,1538.9
2019,Queensland,Male,Health Care and Social Assistance,1422.2
2019,Queensland,Male,Arts and Recreation Services,816.7
2019,Queensland,Male,Other Services,1200
2019,Queensland,Female,"Agriculture, Forestry and Fishing",906.9
2019,Queensland,Female,Mining,0
2019,Queensland,Female,Manufacturing,988.9
2019,Queensland,Female,"Electricity, Gas, Water and Waste Services",0
2019,Queensland,Female,Construction,936.1
2019,Queensland,Female,Wholesale Trade,1337.1
2019,Queensland,Female,Retail Trade,582.4
2019,Queensland,Female,Accommodation and Food Services,500
2019,Queensland,Female,"Transport, Postal and Warehousing",1081.8
2019,Queensland,Female,Information Media and Telecommunications,918.6
2019,Queensland,Female,Financial and Insurance Services,1064.2
2019,Queensland,Female,"Rental, Hiring and Real Estate Services",1169
2019,Queensland,Female,"Professional, Scientific and Technical Services",1085.1
2019,Queensland,Female,Administrative and Support Services,813.4
2019,Queensland,Female,Public Administration and Safety,1278.3
2019,Queensland,Female,Education and Training,1092.3
2019,Queensland,Female,Health Care and Social Assistance,999.3
2019,Queensland,Female,Arts and Recreation Services,953.8
2019,Queensland,Female,Other Services,717.6
2019,South Australia,Male,"Agriculture, Forestry and Fishing",1055.7
2019,South Australia,Male,Mining,1925.8
2019,South Australia,Male,Manufacturing,1258.6
2019,South Australia,Male,"Electricity, Gas, Water and Waste Services",1803.1
2019,South Australia,Male,Construction,1229.4
2019,South Australia,Male,Wholesale Trade,1249.5
2019,South Australia,Male,Retail Trade,804.3
2019,South Australia,Male,Accommodation and Food Services,600
2019,South Australia,Male,"Transport, Postal and Warehousing",1288.7
2019,South Australia,Male,Information Media and Telecommunications,986
2019,South Australia,Male,Financial and Insurance Services,0
2019,South Australia,Male,"Rental, Hiring and Real Estate Services",0
2019,South Australia,Male,"Professional, Scientific and Technical Services",1493.2
2019,South Australia,Male,Administrative and Support Services,1000
2019,South Australia,Male,Public Administration and Safety,1405.1
2019,South Australia,Male,Education and Training,1360.8
2019,South Australia,Male,Health Care and Social Assistance,1245.6
2019,South Australia,Male,Arts and Recreation Services,0
2019,South Australia,Male,Other Services,999.3
2019,South Australia,Female,"Agriculture, Forestry and Fishing",0
2019,South Australia,Female,Mining,0
2019,South Australia,Female,Manufacturing,802.1
2019,South Australia,Female,"Electricity, Gas, Water and Waste Services",0
2019,South Australia,Female,Construction,1225.9
2019,South Australia,Female,Wholesale Trade,1039
2019,South Australia,Female,Retail Trade,631.1
2019,South Australia,Female,Accommodation and Food Services,406.4
2019,South Australia,Female,"Transport, Postal and Warehousing",0
2019,South Australia,Female,Information Media and Telecommunications,0
2019,South Australia,Female,Financial and Insurance Services,1217.7
2019,South Australia,Female,"Rental, Hiring and Real Estate Services",0
2019,South Australia,Female,"Professional, Scientific and Technical Services",951.7
2019,South Australia,Female,Administrative and Support Services,543.6
2019,South Australia,Female,Public Administration and Safety,1246.9
2019,South Australia,Female,Education and Training,1000
2019,South Australia,Female,Health Care and Social Assistance,950
2019,South Australia,Female,Arts and Recreation Services,0
2019,South Australia,Female,Other Services,750
2019,Western Australia,Male,"Agriculture, Forestry and Fishing",1513
2019,Western Australia,Male,Mining,2400
2019,Western Australia,Male,Manufacturing,1364.3
2019,Western Australia,Male,"Electricity, Gas, Water and Waste Services",1904.6
2019,Western Australia,Male,Construction,1465.1
2019,Western Australia,Male,Wholesale Trade,1519.7
2019,Western Australia,Male,Retail Trade,954
2019,Western Australia,Male,Accommodation and Food Services,447.5
2019,Western Australia,Male,"Transport, Postal and Warehousing",1581.9
2019,Western Australia,Male,Information Media and Telecommunications,0
2019,Western Australia,Male,Financial and Insurance Services,1834.8
2019,Western Australia,Male,"Rental, Hiring and Real Estate Services",0
2019,Western Australia,Male,"Professional, Scientific and Technical Services",1840.3
2019,Western Australia,Male,Administrative and Support Services,1175.7
2019,Western Australia,Male,Public Administration and Safety,1700
2019,Western Australia,Male,Education and Training,1563.2
2019,Western Australia,Male,Health Care and Social Assistance,1172.3
2019,Western Australia,Male,Arts and Recreation Services,946.7
2019,Western Australia,Male,Other Services,1597.8
2019,Western Australia,Female,"Agriculture, Forestry and Fishing",0
2019,Western Australia,Female,Mining,1742.5
2019,Western Australia,Female,Manufacturing,979.3
2019,Western Australia,Female,"Electricity, Gas, Water and Waste Services",0
2019,Western Australia,Female,Construction,1249.9
2019,Western Australia,Female,Wholesale Trade,1202.6
2019,Western Australia,Female,Retail Trade,702.1
2019,Western Australia,Female,Accommodation and Food Services,500
2019,Western Australia,Female,"Transport, Postal and Warehousing",1000
2019,Western Australia,Female,Information Media and Telecommunications,0
2019,Western Australia,Female,Financial and Insurance Services,1254.9
2019,Western Australia,Female,"Rental, Hiring and Real Estate Services",1049.9
2019,Western Australia,Female,"Professional, Scientific and Technical Services",1141.9
2019,Western Australia,Female,Administrative and Support Services,1000
2019,Western Australia,Female,Public Administration and Safety,1392.4
2019,Western Australia,Female,Education and Training,1100
2019,Western Australia,Female,Health Care and Social Assistance,919.1
2019,Western Australia,Female,Arts and Recreation Services,658.5
2019,Western Australia,Female,Other Services,623.8
2019,Tasmania,Male,"Agriculture, Forestry and Fishing",1112.4
2019,Tasmania,Male,Mining,0
2019,Tasmania,Male,Manufacturing,1123.3
2019,Tasmania,Male,"Electricity, Gas, Water and Waste Services",0
2019,Tasmania,Male,Construction,1250
2019,Tasmania,Male,Wholesale Trade,959.4
2019,Tasmania,Male,Retail Trade,960.4
2019,Tasmania,Male,Accommodation and Food Services,700.2
2019,Tasmania,Male,"Transport, Postal and Warehousing",975.4
2019,Tasmania,Male,Information Media and Telecommunications,0
2019,Tasmania,Male,Financial and Insurance Services,0
2019,Tasmania,Male,"Rental, Hiring and Real Estate Services",0
2019,Tasmania,Male,"Professional, Scientific and Technical Services",1274.8
2019,Tasmania,Male,Administrative and Support Services,0
2019,Tasmania,Male,Public Administration and Safety,1570
2019,Tasmania,Male,Education and Training,1335
2019,Tasmania,Male,Health Care and Social Assistance,1229.4
2019,Tasmania,Male,Arts and Recreation Services,939.5
2019,Tasmania,Male,Other Services,1024.5
2019,Tasmania,Female,"Agriculture, Forestry and Fishing",796.5
2019,Tasmania,Female,Mining,0
2019,Tasmania,Female,Manufacturing,619.4
2019,Tasmania,Female,"Electricity, Gas, Water and Waste Services",0
2019,Tasmania,Female,Construction,0
2019,Tasmania,Female,Wholesale Trade,0
2019,Tasmania,Female,Retail Trade,550
2019,Tasmania,Female,Accommodation and Food Services,505.8
2019,Tasmania,Female,"Transport, Postal and Warehousing",0
2019,Tasmania,Female,Information Media and Telecommunications,0
2019,Tasmania,Female,Financial and Insurance Services,0
2019,Tasmania,Female,"Rental, Hiring and Real Estate Services",0
2019,Tasmania,Female,"Professional, Scientific and Technical Services",754.8
2019,Tasmania,Female,Administrative and Support Services,0
2019,Tasmania,Female,Public Administration and Safety,1354.4
2019,Tasmania,Female,Education and Training,1101.1
2019,Tasmania,Female,Health Care and Social Assistance,1000
2019,Tasmania,Female,Arts and Recreation Services,786.9
2019,Tasmania,Female,Other Services,903.4
2019,Northern Territory,Male,"Agriculture, Forestry and Fishing",0
2019,Northern Territory,Male,Mining,0
2019,Northern Territory,Male,Manufacturing,1108.1
2019,Northern Territory,Male,"Electricity, Gas, Water and Waste Services",0
2019,Northern Territory,Male,Construction,1540
2019,Northern Territory,Male,Wholesale Trade,0
2019,Northern Territory,Male,Retail Trade,976
2019,Northern Territory,Male,Accommodation and Food Services,750
2019,Northern Territory,Male,"Transport, Postal and Warehousing",1200
2019,Northern Territory,Male,Information Media and Telecommunications,0
2019,Northern Territory,Male,Financial and Insurance Services,0
2019,Northern Territory,Male,"Rental, Hiring and Real Estate Services",0
2019,Northern Territory,Male,"Professional, Scientific and Technical Services",1931.3
2019,Northern Territory,Male,Administrative and Support Services,1250.7
2019,Northern Territory,Male,Public Administration and Safety,1692.3
2019,Northern Territory,Male,Education and Training,1770.4
2019,Northern Territory,Male,Health Care and Social Assistance,1349.8
2019,Northern Territory,Male,Arts and Recreation Services,0
2019,Northern Territory,Male,Other Services,1327.7
2019,Northern Territory,Female,"Agriculture, Forestry and Fishing",0
2019,Northern Territory,Female,Mining,0
2019,Northern Territory,Female,Manufacturing,0
2019,Northern Territory,Female,"Electricity, Gas, Water and Waste Services",0
2019,Northern Territory,Female,Construction,0
2019,Northern Territory,Female,Wholesale Trade,0
2019,Northern Territory,Female,Retail Trade,785.8
2019,Northern Territory,Female,Accommodation and Food Services,780.4
2019,Northern Territory,Female,"Transport, Postal and Warehousing",0
2019,Northern Territory,Female,Information Media and Telecommunications,0
2019,Northern Territory,Female,Financial and Insurance Services,0
2019,Northern Territory,Female,"Rental, Hiring and Real Estate Services",0
2019,Northern Territory,Female,"Professional, Scientific and Technical Services",1342.9
2019,Northern Territory,Female,Administrative and Support Services,0
2019,Northern Territory,Female,Public Administration and Safety,1541.6
2019,Northern Territory,Female,Education and Training,1650
2019,Northern Territory,Female,Health Care and Social Assistance,1150
2019,Northern Territory,Female,Arts and Recreation Services,0
2019,Northern Territory,Female,Other Services,0
2019,Australian Capital Territory,Male,"Agriculture, Forestry and Fishing",0
2019,Australian Capital Territory,Male,Mining,0
2019,Australian Capital Territory,Male,Manufacturing,0
2019,Australian Capital Territory,Male,"Electricity, Gas, Water and Waste Services",0
2019,Australian Capital Territory,Male,Construction,1400
2019,Australian Capital Territory,Male,Wholesale Trade,0
2019,Australian Capital Territory,Male,Retail Trade,0
2019,Australian Capital Territory,Male,Accommodation and Food Services,441.3
2019,Australian Capital Territory,Male,"Transport, Postal and Warehousing",0
2019,Australian Capital Territory,Male,Information Media and Telecommunications,0
2019,Australian Capital Territory,Male,Financial and Insurance Services,0
2019,Australian Capital Territory,Male,"Rental, Hiring and Real Estate Services",0
2019,Australian Capital Territory,Male,"Professional, Scientific and Technical Services",1879.9
2019,Australian Capital Territory,Male,Administrative and Support Services,0
2019,Australian Capital Territory,Male,Public Administration and Safety,1927.4
2019,Australian Capital Territory,Male,Education and Training,1397.1
2019,Australian Capital Territory,Male,Health Care and Social Assistance,1014
2019,Australian Capital Territory,Male,Arts and Recreation Services,0
2019,Australian Capital Territory,Male,Other Services,0
2019,Australian Capital Territory,Female,"Agriculture, Forestry and Fishing",0
2019,Australian Capital Territory,Female,Mining,0
2019,Australian Capital Territory,Female,Manufacturing,0
2019,Australian Capital Territory,Female,"Electricity, Gas, Water and Waste Services",0
2019,Australian Capital Territory,Female,Construction,0
2019,Australian Capital Territory,Female,Wholesale Trade,0
2019,Australian Capital Territory,Female,Retail Trade,500
2019,Australian Capital Territory,Female,Accommodation and Food Services,0
2019,Australian Capital Territory,Female,"Transport, Postal and Warehousing",0
2019,Australian Capital Territory,Female,Information Media and Telecommunications,0
2019,Australian Capital Territory,Female,Financial and Insurance Services,0
2019,Australian Capital Territory,Female,"Rental, Hiring and Real Estate Services",0
2019,Australian Capital Territory,Female,"Professional, Scientific and Technical Services",1300
2019,Australian Capital Territory,Female,Administrative and Support Services,0
2019,Australian Capital Territory,Female,Public Administration and Safety,1437.6
2019,Australian Capital Territory,Female,Education and Training,1060.2
2019,Australian Capital Territory,Female,Health Care and Social Assistance,963.9
2019,Australian Capital Territory,Female,Arts and Recreation Services,0
2019,Australian Capital Territory,Female,Other Services,0
2019,Total,Male,"Agriculture, Forestry and Fishing",1189.3
2019,Total,Male,Mining,2400
2019,Total,Male,Manufacturing,1228.5
2019,Total,Male,"Electricity, Gas, Water and Waste Services",1702.2
2019,Total,Male,Construction,1330.8
2019,Total,Male,Wholesale Trade,1200
2019,Total,Male,Retail Trade,900
2019,Total,Male,Accommodation and Food Services,580
2019,Total,Male,"Transport, Postal and Warehousing",1300
2019,Total,Male,Information Media and Telecommunications,1518
2019,Total,Male,Financial and Insurance Services,1841
2019,Total,Male,"Rental, Hiring and Real Estate Services",1308
2019,Total,Male,"Professional, Scientific and Technical Services",1699.9
2019,Total,Male,Administrative and Support Services,1000
2019,Total,Male,Public Administration and Safety,1600
2019,Total,Male,Education and Training,1442
2019,Total,Male,Health Care and Social Assistance,1250
2019,Total,Male,Arts and Recreation Services,1000
2019,Total,Male,Other Services,1121
2019,Total,Female,"Agriculture, Forestry and Fishing",884
2019,Total,Female,Mining,1720.7
2019,Total,Female,Manufacturing,900
2019,Total,Female,"Electricity, Gas, Water and Waste Services",1239.1
2019,Total,Female,Construction,1006.1
2019,Total,Female,Wholesale Trade,1000
2019,Total,Female,Retail Trade,600
2019,Total,Female,Accommodation and Food Services,498.7
2019,Total,Female,"Transport, Postal and Warehousing",1050
2019,Total,Female,Information Media and Telecommunications,1159.7
2019,Total,Female,Financial and Insurance Services,1265
2019,Total,Female,"Rental, Hiring and Real Estate Services",1077.9
2019,Total,Female,"Professional, Scientific and Technical Services",1200
2019,Total,Female,Administrative and Support Services,850
2019,Total,Female,Public Administration and Safety,1368.7
2019,Total,Female,Education and Training,1141.8
2019,Total,Female,Health Care and Social Assistance,969
2019,Total,Female,Arts and Recreation Services,800
2019,Total,Female,Other Services,732
2020,New South Wales,Male,"Agriculture, Forestry and Fishing",1000
2020,New South Wales,Male,Mining,2140.3
2020,New South Wales,Male,Manufacturing,1346
2020,New South Wales,Male,"Electricity, Gas, Water and Waste Services",1800
2020,New South Wales,Male,Construction,1250
2020,New South Wales,Male,Wholesale Trade,1342
2020,New South Wales,Male,Retail Trade,912.4
2020,New South Wales,Male,Accommodation and Food Services,750
2020,New South Wales,Male,"Transport, Postal and Warehousing",1317.2
2020,New South Wales,Male,Information Media and Telecommunications,1505.6
2020,New South Wales,Male,Financial and Insurance Services,2301
2020,New South Wales,Male,"Rental, Hiring and Real Estate Services",1445.4
2020,New South Wales,Male,"Professional, Scientific and Technical Services",1737.8
2020,New South Wales,Male,Administrative and Support Services,924.3
2020,New South Wales,Male,Public Administration and Safety,1514.8
2020,New South Wales,Male,Education and Training,1438.5
2020,New South Wales,Male,Health Care and Social Assistance,1240.8
2020,New South Wales,Male,Arts and Recreation Services,750
2020,New South Wales,Male,Other Services,1053.2
2020,New South Wales,Female,"Agriculture, Forestry and Fishing",0
2020,New South Wales,Female,Mining,0
2020,New South Wales,Female,Manufacturing,1019.6
2020,New South Wales,Female,"Electricity, Gas, Water and Waste Services",0
2020,New South Wales,Female,Construction,917.5
2020,New South Wales,Female,Wholesale Trade,1099.8
2020,New South Wales,Female,Retail Trade,750
2020,New South Wales,Female,Accommodation and Food Services,696.1
2020,New South Wales,Female,"Transport, Postal and Warehousing",1000
2020,New South Wales,Female,Information Media and Telecommunications,1600.4
2020,New South Wales,Female,Financial and Insurance Services,1400
2020,New South Wales,Female,"Rental, Hiring and Real Estate Services",965.2
2020,New South Wales,Female,"Professional, Scientific and Technical Services",1257.7
2020,New South Wales,Female,Administrative and Support Services,800
2020,New South Wales,Female,Public Administration and Safety,1349.4
2020,New South Wales,Female,Education and Training,1293.8
2020,New South Wales,Female,Health Care and Social Assistance,1000
2020,New South Wales,Female,Arts and Recreation Services,750
2020,New South Wales,Female,Other Services,750
2020,Victoria,Male,"Agriculture, Forestry and Fishing",772.3
2020,Victoria,Male,Mining,0
2020,Victoria,Male,Manufacturing,1352.7
2020,Victoria,Male,"Electricity, Gas, Water and Waste Services",1847.5
2020,Victoria,Male,Construction,1289.9
2020,Victoria,Male,Wholesale Trade,1326
2020,Victoria,Male,Retail Trade,897.4
2020,Victoria,Male,Accommodation and Food Services,750
2020,Victoria,Male,"Transport, Postal and Warehousing",1299.9
2020,Victoria,Male,Information Media and Telecommunications,1681.9
2020,Victoria,Male,Financial and Insurance Services,1797.4
2020,Victoria,Male,"Rental, Hiring and Real Estate Services",1278.2
2020,Victoria,Male,"Professional, Scientific and Technical Services",1561.8
2020,Victoria,Male,Administrative and Support Services,1001.1
2020,Victoria,Male,Public Administration and Safety,1571.2
2020,Victoria,Male,Education and Training,1561
2020,Victoria,Male,Health Care and Social Assistance,1300.7
2020,Victoria,Male,Arts and Recreation Services,936.7
2020,Victoria,Male,Other Services,1084.4
2020,Victoria,Female,"Agriculture, Forestry and Fishing",0
2020,Victoria,Female,Mining,0
2020,Victoria,Female,Manufacturing,1000
2020,Victoria,Female,"Electricity, Gas, Water and Waste Services",0
2020,Victoria,Female,Construction,1269.5
2020,Victoria,Female,Wholesale Trade,1150
2020,Victoria,Female,Retail Trade,750
2020,Victoria,Female,Accommodation and Food Services,561.3
2020,Victoria,Female,"Transport, Postal and Warehousing",1060.3
2020,Victoria,Female,Information Media and Telecommunications,1104.9
2020,Victoria,Female,Financial and Insurance Services,1261.9
2020,Victoria,Female,"Rental, Hiring and Real Estate Services",883.8
2020,Victoria,Female,"Professional, Scientific and Technical Services",1150
2020,Victoria,Female,Administrative and Support Services,750
2020,Victoria,Female,Public Administration and Safety,1500
2020,Victoria,Female,Education and Training,1118.8
2020,Victoria,Female,Health Care and Social Assistance,1039.7
2020,Victoria,Female,Arts and Recreation Services,750
2020,Victoria,Female,Other Services,750
2020,Queensland,Male,"Agriculture, Forestry and Fishing",985.5
2020,Queensland,Male,Mining,2351.6
2020,Queensland,Male,Manufacturing,1236.3
2020,Queensland,Male,"Electricity, Gas, Water and Waste Services",1675.3
2020,Queensland,Male,Construction,1400
2020,Queensland,Male,Wholesale Trade,1200
2020,Queensland,Male,Retail Trade,800
2020,Queensland,Male,Accommodation and Food Services,737.5
2020,Queensland,Male,"Transport, Postal and Warehousing",1233.4
2020,Queensland,Male,Information Media and Telecommunications,964.5
2020,Queensland,Male,Financial and Insurance Services,1902.6
2020,Queensland,Male,"Rental, Hiring and Real Estate Services",1175.6
2020,Queensland,Male,"Professional, Scientific and Technical Services",1537.4
2020,Queensland,Male,Administrative and Support Services,1024.2
2020,Queensland,Male,Public Administration and Safety,1536.6
2020,Queensland,Male,Education and Training,1551.7
2020,Queensland,Male,Health Care and Social Assistance,1250.8
2020,Queensland,Male,Arts and Recreation Services,1143.5
2020,Queensland,Male,Other Services,1150
2020,Queensland,Female,"Agriculture, Forestry and Fishing",0
2020,Queensland,Female,Mining,0
2020,Queensland,Female,Manufacturing,999.3
2020,Queensland,Female,"Electricity, Gas, Water and Waste Services",0
2020,Queensland,Female,Construction,1032.7
2020,Queensland,Female,Wholesale Trade,999.8
2020,Queensland,Female,Retail Trade,650
2020,Queensland,Female,Accommodation and Food Services,479.7
2020,Queensland,Female,"Transport, Postal and Warehousing",1099.4
2020,Queensland,Female,Information Media and Telecommunications,0
2020,Queensland,Female,Financial and Insurance Services,1099
2020,Queensland,Female,"Rental, Hiring and Real Estate Services",1036.2
2020,Queensland,Female,"Professional, Scientific and Technical Services",1069.4
2020,Queensland,Female,Administrative and Support Services,848.3
2020,Queensland,Female,Public Administration and Safety,1449.6
2020,Queensland,Female,Education and Training,1109.1
2020,Queensland,Female,Health Care and Social Assistance,1050
2020,Queensland,Female,Arts and Recreation Services,750
2020,Queensland,Female,Other Services,1000
2020,South Australia,Male,"Agriculture, Forestry and Fishing",896.2
2020,South Australia,Male,Mining,2301.7
2020,South Australia,Male,Manufacturing,1200
2020,South Australia,Male,"Electricity, Gas, Water and Waste Services",0
2020,South Australia,Male,Construction,1200
2020,South Australia,Male,Wholesale Trade,1272.9
2020,South Australia,Male,Retail Trade,852.5
2020,South Australia,Male,Accommodation and Food Services,574.7
2020,South Australia,Male,"Transport, Postal and Warehousing",1200
2020,South Australia,Male,Information Media and Telecommunications,1547.4
2020,South Australia,Male,Financial and Insurance Services,1734.3
2020,South Australia,Male,"Rental, Hiring and Real Estate Services",0
2020,South Australia,Male,"Professional, Scientific and Technical Services",1882.2
2020,South Australia,Male,Administrative and Support Services,837.9
2020,South Australia,Male,Public Administration and Safety,1769.9
2020,South Australia,Male,Education and Training,1491
2020,South Australia,Male,Health Care and Social Assistance,1330.4
2020,South Australia,Male,Arts and Recreation Services,1020.1
2020,South Australia,Male,Other Services,1000.9
2020,South Australia,Female,"Agriculture, Forestry and Fishing",0
2020,South Australia,Female,Mining,0
2020,South Australia,Female,Manufacturing,928.2
2020,South Australia,Female,"Electricity, Gas, Water and Waste Services",0
2020,South Australia,Female,Construction,649.9
2020,South Australia,Female,Wholesale Trade,1047
2020,South Australia,Female,Retail Trade,661.4
2020,South Australia,Female,Accommodation and Food Services,599.1
2020,South Australia,Female,"Transport, Postal and Warehousing",1009.3
2020,South Australia,Female,Information Media and Telecommunications,0
2020,South Australia,Female,Financial and Insurance Services,1232.4
2020,South Australia,Female,"Rental, Hiring and Real Estate Services",1080.9
2020,South Australia,Female,"Professional, Scientific and Technical Services",1150.4
2020,South Australia,Female,Administrative and Support Services,770.9
2020,South Australia,Female,Public Administration and Safety,1296.9
2020,South Australia,Female,Education and Training,1193.7
2020,South Australia,Female,Health Care and Social Assistance,1000
2020,South Australia,Female,Arts and Recreation Services,750
2020,South Australia,Female,Other Services,835
2020,Western Australia,Male,"Agriculture, Forestry and Fishing",921.9
2020,Western Australia,Male,Mining,2628.8
2020,Western Australia,Male,Manufacturing,1349
2020,Western Australia,Male,"Electricity, Gas, Water and Waste Services",2141.8
2020,Western Australia,Male,Construction,1449.8
2020,Western Australia,Male,Wholesale Trade,1705
2020,Western Australia,Male,Retail Trade,800
2020,Western Australia,Male,Accommodation and Food Services,750
2020,Western Australia,Male,"Transport, Postal and Warehousing",1222.4
2020,Western Australia,Male,Information Media and Telecommunications,0
2020,Western Australia,Male,Financial and Insurance Services,2406
2020,Western Australia,Male,"Rental, Hiring and Real Estate Services",1649.5
2020,Western Australia,Male,"Professional, Scientific and Technical Services",2003.1
2020,Western Australia,Male,Administrative and Support Services,1096.1
2020,Western Australia,Male,Public Administration and Safety,1800
2020,Western Australia,Male,Education and Training,1583.6
2020,Western Australia,Male,Health Care and Social Assistance,1406.4
2020,Western Australia,Male,Arts and Recreation Services,687.4
2020,Western Australia,Male,Other Services,1494.2
2020,Western Australia,Female,"Agriculture, Forestry and Fishing",0
2020,Western Australia,Female,Mining,2071
2020,Western Australia,Female,Manufacturing,750
2020,Western Australia,Female,"Electricity, Gas, Water and Waste Services",0
2020,Western Australia,Female,Construction,1280.1
2020,Western Australia,Female,Wholesale Trade,0
2020,Western Australia,Female,Retail Trade,675.8
2020,Western Australia,Female,Accommodation and Food Services,713.7
2020,Western Australia,Female,"Transport, Postal and Warehousing",1187.4
2020,Western Australia,Female,Information Media and Telecommunications,0
2020,Western Australia,Female,Financial and Insurance Services,903.5
2020,Western Australia,Female,"Rental, Hiring and Real Estate Services",949.3
2020,Western Australia,Female,"Professional, Scientific and Technical Services",1190
2020,Western Australia,Female,Administrative and Support Services,750
2020,Western Australia,Female,Public Administration and Safety,1436.4
2020,Western Australia,Female,Education and Training,1050.4
2020,Western Australia,Female,Health Care and Social Assistance,1000
2020,Western Australia,Female,Arts and Recreation Services,750
2020,Western Australia,Female,Other Services,750
2020,Tasmania,Male,"Agriculture, Forestry and Fishing",1100
2020,Tasmania,Male,Mining,0
2020,Tasmania,Male,Manufacturing,1216.6
2020,Tasmania,Male,"Electricity, Gas, Water and Waste Services",1395.9
2020,Tasmania,Male,Construction,1047.6
2020,Tasmania,Male,Wholesale Trade,1015.8
2020,Tasmania,Male,Retail Trade,804.5
2020,Tasmania,Male,Accommodation and Food Services,750
2020,Tasmania,Male,"Transport, Postal and Warehousing",1123.4
2020,Tasmania,Male,Information Media and Telecommunications,0
2020,Tasmania,Male,Financial and Insurance Services,0
2020,Tasmania,Male,"Rental, Hiring and Real Estate Services",0
2020,Tasmania,Male,"Professional, Scientific and Technical Services",1343.5
2020,Tasmania,Male,Administrative and Support Services,0
2020,Tasmania,Male,Public Administration and Safety,1534
2020,Tasmania,Male,Education and Training,1515
2020,Tasmania,Male,Health Care and Social Assistance,1151.5
2020,Tasmania,Male,Arts and Recreation Services,0
2020,Tasmania,Male,Other Services,1054.1
2020,Tasmania,Female,"Agriculture, Forestry and Fishing",0
2020,Tasmania,Female,Mining,0
2020,Tasmania,Female,Manufacturing,731.1
2020,Tasmania,Female,"Electricity, Gas, Water and Waste Services",0
2020,Tasmania,Female,Construction,0
2020,Tasmania,Female,Wholesale Trade,0
2020,Tasmania,Female,Retail Trade,597.4
2020,Tasmania,Female,Accommodation and Food Services,654
2020,Tasmania,Female,"Transport, Postal and Warehousing",0
2020,Tasmania,Female,Information Media and Telecommunications,0
2020,Tasmania,Female,Financial and Insurance Services,1150
2020,Tasmania,Female,"Rental, Hiring and Real Estate Services",0
2020,Tasmania,Female,"Professional, Scientific and Technical Services",1041.6
2020,Tasmania,Female,Administrative and Support Services,0
2020,Tasmania,Female,Public Administration and Safety,1200
2020,Tasmania,Female,Education and Training,1100
2020,Tasmania,Female,Health Care and Social Assistance,1000
2020,Tasmania,Female,Arts and Recreation Services,0
2020,Tasmania,Female,Other Services,750
2020,Northern Territory,Male,"Agriculture, Forestry and Fishing",0
2020,Northern Territory,Male,Mining,0
2020,Northern Territory,Male,Manufacturing,0
2020,Northern Territory,Male,"Electricity, Gas, Water and Waste Services",0
2020,Northern Territory,Male,Construction,1581.5
2020,Northern Territory,Male,Wholesale Trade,0
2020,Northern Territory,Male,Retail Trade,757.5
2020,Northern Territory,Male,Accommodation and Food Services,925.5
2020,Northern Territory,Male,"Transport, Postal and Warehousing",1034.3
2020,Northern Territory,Male,Information Media and Telecommunications,0
2020,Northern Territory,Male,Financial and Insurance Services,0
2020,Northern Territory,Male,"Rental, Hiring and Real Estate Services",0
2020,Northern Territory,Male,"Professional, Scientific and Technical Services",1754.8
2020,Northern Territory,Male,Administrative and Support Services,0
2020,Northern Territory,Male,Public Administration and Safety,1776.8
2020,Northern Territory,Male,Education and Training,1662.7
2020,Northern Territory,Male,Health Care and Social Assistance,1250
2020,Northern Territory,Male,Arts and Recreation Services,0
2020,Northern Territory,Male,Other Services,956.8
2020,Northern Territory,Female,"Agriculture, Forestry and Fishing",0
2020,Northern Territory,Female,Mining,0
2020,Northern Territory,Female,Manufacturing,0
2020,Northern Territory,Female,"Electricity, Gas, Water and Waste Services",0
2020,Northern Territory,Female,Construction,0
2020,Northern Territory,Female,Wholesale Trade,0
2020,Northern Territory,Female,Retail Trade,678.2
